상호,주소,1등_배출횟수,구글맵링크
훼미리마트(진해제일점),경남 창원시 진해구 덕산로46번길 2 1층 102~105호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EC%A7%84%ED%95%B4%EA%B5%AC%20%EB%8D%95%EC%82%B0%EB%A1%9C46%EB%B2%88%EA%B8%B8%202%201%EC%B8%B5%20102~105%ED%98%B8
천하명당,서울 관악구 신림동 613-3,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B4%80%EC%95%85%EA%B5%AC%20%EC%8B%A0%EB%A6%BC%EB%8F%99%20613-3
GS25구로상지,서울 구로구 부일로15길 29,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B5%AC%EB%A1%9C%EA%B5%AC%20%EB%B6%80%EC%9D%BC%EB%A1%9C15%EA%B8%B8%2029
국민은행앞가판점,서울 중구 남대문로 84 앞 가판점,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A4%91%EA%B5%AC%20%EB%82%A8%EB%8C%80%EB%AC%B8%EB%A1%9C%2084%20%EC%95%9E%20%EA%B0%80%ED%8C%90%EC%A0%90
복권전문점,경북 구미시 선산읍 완전리 11-3,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EA%B5%AC%EB%AF%B8%EC%8B%9C%20%EC%84%A0%EC%82%B0%EC%9D%8D%20%EC%99%84%EC%A0%84%EB%A6%AC%2011-3
대학사로또복권,경남 창원시 성산구 상남동 10-5피아노빌딩101호(패밀리마트內),1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EC%84%B1%EC%82%B0%EA%B5%AC%20%EC%83%81%EB%82%A8%EB%8F%99%2010-5%ED%94%BC%EC%95%84%EB%85%B8%EB%B9%8C%EB%94%A9101%ED%98%B8%28%ED%8C%A8%EB%B0%80%EB%A6%AC%EB%A7%88%ED%8A%B8%E5%85%A7%29
청수마트,서울 서초구 강남대로10길 36,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EA%B0%95%EB%82%A8%EB%8C%80%EB%A1%9C10%EA%B8%B8%2036
포커스봉명점,충북 청주시 흥덕구 직지대로 564,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%20%EC%B2%AD%EC%A3%BC%EC%8B%9C%20%ED%9D%A5%EB%8D%95%EA%B5%AC%20%EC%A7%81%EC%A7%80%EB%8C%80%EB%A1%9C%20564
세종로또복권방,충남 연기군 금남면 용포리 88-17,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%97%B0%EA%B8%B0%EA%B5%B0%20%EA%B8%88%EB%82%A8%EB%A9%B4%20%EC%9A%A9%ED%8F%AC%EB%A6%AC%2088-17
GS25시오광장점,경북 포항시 북구 새천년대로 1063 1층 102호(창포동),1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%ED%8F%AC%ED%95%AD%EC%8B%9C%20%EB%B6%81%EA%B5%AC%20%EC%83%88%EC%B2%9C%EB%85%84%EB%8C%80%EB%A1%9C%201063%201%EC%B8%B5%20102%ED%98%B8%28%EC%B0%BD%ED%8F%AC%EB%8F%99%29
바이더웨이편의점,부산 중구 남포동5가 11-4,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%A4%91%EA%B5%AC%20%EB%82%A8%ED%8F%AC%EB%8F%995%EA%B0%80%2011-4
가인안경,대구 동구 아양로50길 68,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%8F%99%EA%B5%AC%20%EC%95%84%EC%96%91%EB%A1%9C50%EA%B8%B8%2068
두배로마트덕이점,경기 고양시 일산동구 성현로 536 1층,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EC%9D%BC%EC%82%B0%EB%8F%99%EA%B5%AC%20%EC%84%B1%ED%98%84%EB%A1%9C%20536%201%EC%B8%B5
조은생각,부산 사상구 운산로 74-1,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%82%AC%EC%83%81%EA%B5%AC%20%EC%9A%B4%EC%82%B0%EB%A1%9C%2074-1
인더라인북가좌점,서울 서대문구 응암로 42 1층101호,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%A1%9C%2042%201%EC%B8%B5101%ED%98%B8
로또복권(세종식품),서울 중구 충무로2가 62-8,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A4%91%EA%B5%AC%20%EC%B6%A9%EB%AC%B4%EB%A1%9C2%EA%B0%80%2062-8
정발산복권전문점,경기 고양시 일산동구 정발산동 1204일성종합상가104호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EC%9D%BC%EC%82%B0%EB%8F%99%EA%B5%AC%20%EC%A0%95%EB%B0%9C%EC%82%B0%EB%8F%99%201204%EC%9D%BC%EC%84%B1%EC%A2%85%ED%95%A9%EC%83%81%EA%B0%80104%ED%98%B8
럭키뱅크복권방,충북 청주시 서원구 청남로 2092-1,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%20%EC%B2%AD%EC%A3%BC%EC%8B%9C%20%EC%84%9C%EC%9B%90%EA%B5%AC%20%EC%B2%AD%EB%82%A8%EB%A1%9C%202092-1
새롬,경남 창원시 마산합포구 수산1길 181 새롬미리내상가113호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EB%A7%88%EC%82%B0%ED%95%A9%ED%8F%AC%EA%B5%AC%20%EC%88%98%EC%82%B01%EA%B8%B8%20181%20%EC%83%88%EB%A1%AC%EB%AF%B8%EB%A6%AC%EB%82%B4%EC%83%81%EA%B0%80113%ED%98%B8
신정복권,서울 양천구 신목로 70-1 1층,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%96%91%EC%B2%9C%EA%B5%AC%20%EC%8B%A0%EB%AA%A9%EB%A1%9C%2070-1%201%EC%B8%B5
로또복권방,부산 사하구 낙동대로535번길 70,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%82%AC%ED%95%98%EA%B5%AC%20%EB%82%99%EB%8F%99%EB%8C%80%EB%A1%9C535%EB%B2%88%EA%B8%B8%2070
365복권잔치,경기 군포시 고산로 166 sk 벤티움 101동 217호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B5%B0%ED%8F%AC%EC%8B%9C%20%EA%B3%A0%EC%82%B0%EB%A1%9C%20166%20sk%20%EB%B2%A4%ED%8B%B0%EC%9B%80%20101%EB%8F%99%20217%ED%98%B8
왕대박복권방,대구 북구 태전로 27-1,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%B6%81%EA%B5%AC%20%ED%83%9C%EC%A0%84%EB%A1%9C%2027-1
역전광장상회,경기 파주시 금촌1동 329-19,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EA%B8%88%EC%B4%8C1%EB%8F%99%20329-19
로또담배,서울 관악구 난곡로 82,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B4%80%EC%95%85%EA%B5%AC%20%EB%82%9C%EA%B3%A1%EB%A1%9C%2082
이타임(e-time)읍내점,대구 북구 칠곡중앙대로 181,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%B6%81%EA%B5%AC%20%EC%B9%A0%EA%B3%A1%EC%A4%91%EC%95%99%EB%8C%80%EB%A1%9C%20181
샘내로또판매,경기 양주시 산북동 337-2,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%82%B0%EB%B6%81%EB%8F%99%20337-2
아트라인,서울 동대문구 장안2동 295-5화성빌딩104호,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%9E%A5%EC%95%882%EB%8F%99%20295-5%ED%99%94%EC%84%B1%EB%B9%8C%EB%94%A9104%ED%98%B8
GS25(당산역),서울 영등포구 당산동6가 338-1,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EB%8B%B9%EC%82%B0%EB%8F%996%EA%B0%80%20338-1
GS-25,부산 남구 용호로 34 상가동 103호,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EB%82%A8%EA%B5%AC%20%EC%9A%A9%ED%98%B8%EB%A1%9C%2034%20%EC%83%81%EA%B0%80%EB%8F%99%20103%ED%98%B8
세화매일유통,울산 남구 야음동 815-11,1,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EC%82%B0%20%EB%82%A8%EA%B5%AC%20%EC%95%BC%EC%9D%8C%EB%8F%99%20815-11
돼지네슈퍼,경기 부천시 소사구 소사본동 233-30,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EB%B6%80%EC%B2%9C%EC%8B%9C%20%EC%86%8C%EC%82%AC%EA%B5%AC%20%EC%86%8C%EC%82%AC%EB%B3%B8%EB%8F%99%20233-30
NJOY로또텔레콤,경북 포항시 남구 상공로 42,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%ED%8F%AC%ED%95%AD%EC%8B%9C%20%EB%82%A8%EA%B5%AC%20%EC%83%81%EA%B3%B5%EB%A1%9C%2042
복권명당,경기 광명시 광명동 51-1,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B4%91%EB%AA%85%EC%8B%9C%20%EA%B4%91%EB%AA%85%EB%8F%99%2051-1
고속로또,전남 목포시 명륜동 6-5,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EB%AA%A9%ED%8F%AC%EC%8B%9C%20%EB%AA%85%EB%A5%9C%EB%8F%99%206-5
GS25(성북장위),서울 성북구 장위동 66-9청아빌딩1층,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%84%B1%EB%B6%81%EA%B5%AC%20%EC%9E%A5%EC%9C%84%EB%8F%99%2066-9%EC%B2%AD%EC%95%84%EB%B9%8C%EB%94%A91%EC%B8%B5
행복복권방,부산 사상구 주례동 183-5훼미리마트내,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%82%AC%EC%83%81%EA%B5%AC%20%EC%A3%BC%EB%A1%80%EB%8F%99%20183-5%ED%9B%BC%EB%AF%B8%EB%A6%AC%EB%A7%88%ED%8A%B8%EB%82%B4
서재복권방,대구 달성군 대실역남로 8 102호,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%8B%AC%EC%84%B1%EA%B5%B0%20%EB%8C%80%EC%8B%A4%EC%97%AD%EB%82%A8%EB%A1%9C%208%20102%ED%98%B8
복권명당,대구 서구 국채보상로 419,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EC%84%9C%EA%B5%AC%20%EA%B5%AD%EC%B1%84%EB%B3%B4%EC%83%81%EB%A1%9C%20419
덕성식품,서울 동작구 신대방동 348-3,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%8B%A0%EB%8C%80%EB%B0%A9%EB%8F%99%20348-3
코코주,서울 중구 을지로6가 18-79,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A4%91%EA%B5%AC%20%EC%9D%84%EC%A7%80%EB%A1%9C6%EA%B0%80%2018-79
복권방,경기 양주시 광적면 가납리 742-11,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EA%B4%91%EC%A0%81%EB%A9%B4%20%EA%B0%80%EB%82%A9%EB%A6%AC%20742-11
모현복권방및매표매점,경기 용인시 처인구 백옥대로 2383,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9A%A9%EC%9D%B8%EC%8B%9C%20%EC%B2%98%EC%9D%B8%EA%B5%AC%20%EB%B0%B1%EC%98%A5%EB%8C%80%EB%A1%9C%202383
할인마트부흥점,서울 중랑구 면목2동 142-43,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A4%91%EB%9E%91%EA%B5%AC%20%EB%A9%B4%EB%AA%A92%EB%8F%99%20142-43
버스가두판매점,경기 수원시 영통구 영통동 955-1,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%98%81%ED%86%B5%EA%B5%AC%20%EC%98%81%ED%86%B5%EB%8F%99%20955-1
오복복권방,서울 용산구 이태원동 225-60,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%9A%A9%EC%82%B0%EA%B5%AC%20%EC%9D%B4%ED%83%9C%EC%9B%90%EB%8F%99%20225-60
금강로또,전남 목포시 용당로 151 금강서점,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EB%AA%A9%ED%8F%AC%EC%8B%9C%20%EC%9A%A9%EB%8B%B9%EB%A1%9C%20151%20%EA%B8%88%EA%B0%95%EC%84%9C%EC%A0%90
훼미리마트(옥산사랑점),경북 경산시 옥산동 742-7,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EA%B2%BD%EC%82%B0%EC%8B%9C%20%EC%98%A5%EC%82%B0%EB%8F%99%20742-7
복권방,경남 창원시 마산합포구 3·15대로 391-1,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EB%A7%88%EC%82%B0%ED%95%A9%ED%8F%AC%EA%B5%AC%203%C2%B715%EB%8C%80%EB%A1%9C%20391-1
다사복권방,대구 달성군 옥포면 간경리 848번지,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%8B%AC%EC%84%B1%EA%B5%B0%20%EC%98%A5%ED%8F%AC%EB%A9%B4%20%EA%B0%84%EA%B2%BD%EB%A6%AC%20848%EB%B2%88%EC%A7%80
컬투패밀리중동점,경기 성남시 중원구 중동 2009-1번지,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EC%A4%91%EC%9B%90%EA%B5%AC%20%EC%A4%91%EB%8F%99%202009-1%EB%B2%88%EC%A7%80
SK뷰 할인마트,경기 의정부시 가능동 656-1외1필지단지내상가101호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9D%98%EC%A0%95%EB%B6%80%EC%8B%9C%20%EA%B0%80%EB%8A%A5%EB%8F%99%20656-1%EC%99%B81%ED%95%84%EC%A7%80%EB%8B%A8%EC%A7%80%EB%82%B4%EC%83%81%EA%B0%80101%ED%98%B8
복권나라,강원 삼척시 도계읍 도계리 393-1,1,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EC%82%BC%EC%B2%99%EC%8B%9C%20%EB%8F%84%EA%B3%84%EC%9D%8D%20%EB%8F%84%EA%B3%84%EB%A6%AC%20393-1
엔조이로또,경북 포항시 남구 문덕로 3 1층 폰공장 내,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%ED%8F%AC%ED%95%AD%EC%8B%9C%20%EB%82%A8%EA%B5%AC%20%EB%AC%B8%EB%8D%95%EB%A1%9C%203%201%EC%B8%B5%20%ED%8F%B0%EA%B3%B5%EC%9E%A5%20%EB%82%B4
늘봄꽃난식물원,경남 진주시 솔밭로 80,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%A7%84%EC%A3%BC%EC%8B%9C%20%EC%86%94%EB%B0%AD%EB%A1%9C%2080
행운로또복권방,경남 창원시 마산회원구 구암동 282-1,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EB%A7%88%EC%82%B0%ED%9A%8C%EC%9B%90%EA%B5%AC%20%EA%B5%AC%EC%95%94%EB%8F%99%20282-1
씨스페이스(범물청구점),대구 수성구 범물동 1277-11,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EC%88%98%EC%84%B1%EA%B5%AC%20%EB%B2%94%EB%AC%BC%EB%8F%99%201277-11
씨엔복권방,울산 북구 연암동 374-1번지 1층CN마트,1,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EC%82%B0%20%EB%B6%81%EA%B5%AC%20%EC%97%B0%EC%95%94%EB%8F%99%20374-1%EB%B2%88%EC%A7%80%201%EC%B8%B5CN%EB%A7%88%ED%8A%B8
부자나라,인천 계양구 효서로112번길 3-1,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EA%B3%84%EC%96%91%EA%B5%AC%20%ED%9A%A8%EC%84%9C%EB%A1%9C112%EB%B2%88%EA%B8%B8%203-1
로또명당,전남 해남군 문내면 동외리 875-6번지 로또명당,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%ED%95%B4%EB%82%A8%EA%B5%B0%20%EB%AC%B8%EB%82%B4%EB%A9%B4%20%EB%8F%99%EC%99%B8%EB%A6%AC%20875-6%EB%B2%88%EC%A7%80%20%EB%A1%9C%EB%98%90%EB%AA%85%EB%8B%B9
로또복권델리25옥동점,경북 안동시 옥동 734테마프라자A-161,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EC%95%88%EB%8F%99%EC%8B%9C%20%EC%98%A5%EB%8F%99%20734%ED%85%8C%EB%A7%88%ED%94%84%EB%9D%BC%EC%9E%90A-161
광림마트,서울 강남구 도곡로 213,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EB%8F%84%EA%B3%A1%EB%A1%9C%20213
웃는사람들해도점,경북 포항시 남구 해동로 62,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%ED%8F%AC%ED%95%AD%EC%8B%9C%20%EB%82%A8%EA%B5%AC%20%ED%95%B4%EB%8F%99%EB%A1%9C%2062
태봉,경기 부천시 소사로 182,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EB%B6%80%EC%B2%9C%EC%8B%9C%20%EC%86%8C%EC%82%AC%EB%A1%9C%20182
화천복권방,강원 화천군 화천읍 하리 43-28,1,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%ED%99%94%EC%B2%9C%EA%B5%B0%20%ED%99%94%EC%B2%9C%EC%9D%8D%20%ED%95%98%EB%A6%AC%2043-28
복권천국,전남 무안군 무안로 506 복권천국,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EB%AC%B4%EC%95%88%EA%B5%B0%20%EB%AC%B4%EC%95%88%EB%A1%9C%20506%20%EB%B3%B5%EA%B6%8C%EC%B2%9C%EA%B5%AD
행운복권방,경기 수원시 권선구 탑동 845-1,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EA%B6%8C%EC%84%A0%EA%B5%AC%20%ED%83%91%EB%8F%99%20845-1
로또복권,강원 원주시 단구동 1512-1리더스타워106호,1,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EC%9B%90%EC%A3%BC%EC%8B%9C%20%EB%8B%A8%EA%B5%AC%EB%8F%99%201512-1%EB%A6%AC%EB%8D%94%EC%8A%A4%ED%83%80%EC%9B%8C106%ED%98%B8
명당복권방,전남 영암군 삼호읍 용앙리 213-6,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EC%98%81%EC%95%94%EA%B5%B0%20%EC%82%BC%ED%98%B8%EC%9D%8D%20%EC%9A%A9%EC%95%99%EB%A6%AC%20213-6
씨스페이스(중앙제일점),부산 중구 동광동3가 17-2,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%A4%91%EA%B5%AC%20%EB%8F%99%EA%B4%91%EB%8F%993%EA%B0%80%2017-2
e모든복권방,인천 계양구 효성동 25-6,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EA%B3%84%EC%96%91%EA%B5%AC%20%ED%9A%A8%EC%84%B1%EB%8F%99%2025-6
화봉행운복권방,울산 북구 연암동 417-1 1층코너,1,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EC%82%B0%20%EB%B6%81%EA%B5%AC%20%EC%97%B0%EC%95%94%EB%8F%99%20417-1%201%EC%B8%B5%EC%BD%94%EB%84%88
행운방,경기 용인시 기흥구 보정동 1208-4 엔림프라자101호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9A%A9%EC%9D%B8%EC%8B%9C%20%EA%B8%B0%ED%9D%A5%EA%B5%AC%20%EB%B3%B4%EC%A0%95%EB%8F%99%201208-4%20%EC%97%94%EB%A6%BC%ED%94%84%EB%9D%BC%EC%9E%90101%ED%98%B8
보광문구사,경기 파주시 문산읍 문산4리 17-55 1층,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EB%AC%B8%EC%82%B04%EB%A6%AC%2017-55%201%EC%B8%B5
바이더웨이삼척삼원점,강원 삼척시 중앙로 185 세븐일레븐삼척삼원점,1,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EC%82%BC%EC%B2%99%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C%20185%20%EC%84%B8%EB%B8%90%EC%9D%BC%EB%A0%88%EB%B8%90%EC%82%BC%EC%B2%99%EC%82%BC%EC%9B%90%EC%A0%90
로또복권,대구 수성구 범어동 774-84,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EC%88%98%EC%84%B1%EA%B5%AC%20%EB%B2%94%EC%96%B4%EB%8F%99%20774-84
농심로또,부산 부산진구 부전동 417-7,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EB%B6%80%EC%82%B0%EC%A7%84%EA%B5%AC%20%EB%B6%80%EC%A0%84%EB%8F%99%20417-7
현대화체인점,경기 수원시 장안구 장안로 99-1 1층,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%9E%A5%EC%95%88%EB%A1%9C%2099-1%201%EC%B8%B5
속초복권샵,강원 속초시 청학동 486-42,1,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EC%86%8D%EC%B4%88%EC%8B%9C%20%EC%B2%AD%ED%95%99%EB%8F%99%20486-42
훼미리마트(소피텔점),서울 중구 묵정동 18-9,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A4%91%EA%B5%AC%20%EB%AC%B5%EC%A0%95%EB%8F%99%2018-9
대부복권방,인천 중구 운서동 2794-2가나베스트텔101,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EC%A4%91%EA%B5%AC%20%EC%9A%B4%EC%84%9C%EB%8F%99%202794-2%EA%B0%80%EB%82%98%EB%B2%A0%EC%8A%A4%ED%8A%B8%ED%85%94101
훼미리마트송도프라자,인천 연수구 송도동 2-6송도프라자108호,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EC%97%B0%EC%88%98%EA%B5%AC%20%EC%86%A1%EB%8F%84%EB%8F%99%202-6%EC%86%A1%EB%8F%84%ED%94%84%EB%9D%BC%EC%9E%90108%ED%98%B8
로또명당옥천점,충북 옥천군 옥천읍 매화리 236-16,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%20%EC%98%A5%EC%B2%9C%EA%B5%B0%20%EC%98%A5%EC%B2%9C%EC%9D%8D%20%EB%A7%A4%ED%99%94%EB%A6%AC%20236-16
GS25(대전테크노점),대전 유성구 관평동 833,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EC%9C%A0%EC%84%B1%EA%B5%AC%20%EA%B4%80%ED%8F%89%EB%8F%99%20833
만복상회,경남 창원시 마산회원구 합성옛길 152 1층 이마트24 편의점내,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EB%A7%88%EC%82%B0%ED%9A%8C%EC%9B%90%EA%B5%AC%20%ED%95%A9%EC%84%B1%EC%98%9B%EA%B8%B8%20152%201%EC%B8%B5%20%EC%9D%B4%EB%A7%88%ED%8A%B824%20%ED%8E%B8%EC%9D%98%EC%A0%90%EB%82%B4
로또복권,서울 양천구 신월3동 205-44훼미리마트,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%96%91%EC%B2%9C%EA%B5%AC%20%EC%8B%A0%EC%9B%943%EB%8F%99%20205-44%ED%9B%BC%EB%AF%B8%EB%A6%AC%EB%A7%88%ED%8A%B8
로또판매소,강원 철원군 동송읍 이평리 사서함 852-1번지,1,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EC%B2%A0%EC%9B%90%EA%B5%B0%20%EB%8F%99%EC%86%A1%EC%9D%8D%20%EC%9D%B4%ED%8F%89%EB%A6%AC%20%EC%82%AC%EC%84%9C%ED%95%A8%20852-1%EB%B2%88%EC%A7%80
노다지복권방],서울 노원구 상계로 78,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%85%B8%EC%9B%90%EA%B5%AC%20%EC%83%81%EA%B3%84%EB%A1%9C%2078
안락점로또판매,부산 동래구 안락동 471-6,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EB%8F%99%EB%9E%98%EA%B5%AC%20%EC%95%88%EB%9D%BD%EB%8F%99%20471-6
노다지복권방,부산 사상구 괘법동 533서부시외버스터미널1층,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%82%AC%EC%83%81%EA%B5%AC%20%EA%B4%98%EB%B2%95%EB%8F%99%20533%EC%84%9C%EB%B6%80%EC%8B%9C%EC%99%B8%EB%B2%84%EC%8A%A4%ED%84%B0%EB%AF%B8%EB%84%901%EC%B8%B5
